Date,Open Price,High Price,Low Price,Close Price,WAP,Total Shares,Total Trades,Change(%)
27-Mar-20,1100,1107.7,1047.25,1065.5,1056.74613,87479375,31357,-34.5
30-Mar-20,1047.95,1074,1020,1032.35,1036.759975,1477296,25150,-15.6
31-Mar-20,1071,1129,1048.8,1112.45,1080.735064,2119399,35896,41.45
1-Apr-20,1116.2,1124.95,1044.75,1080.65,1070.04015,825411,32355,-35.55
3-Apr-20,1130,1131.6,1057,1078.2,1074.320205,1473406,28689,-51.8
7-Apr-20,1106,1213.7,1101,1206.4,1163.138041,1246979,48086,100.4
8-Apr-20,1175,1228.95,1161.85,1192.15,1197.430552,1072376,36284,17.15
9-Apr-20,1211.2,1232.75,1193.25,1219.2,1214.735737,624780,26394,8
13-Apr-20,1208,1215,1180,1189.25,1192.002911,445919,20095,-18.75
15-Apr-20,1201,1235.95,1142.7,1150.05,1181.958679,834155,32228,-50.95
16-Apr-20,1146.6,1187.35,1146.6,1168.7,1173.745875,592064,30132,22.1
17-Apr-20,1220,1229.9,1192.7,1225.05,1209.045865,559314,25002,5.05
20-Apr-20,1226.5,1257,1202.3,1244.45,1228.703573,796389,22491,17.95
21-Apr-20,1208.1,1252.55,1164.45,1236.05,1202.750346,1147259,46201,27.95
22-Apr-20,1320,1384.7,1300,1363.35,1341.80002,2629550,88016,43.35
23-Apr-20,1369.7,1385.85,1354.25,1371.5,1370.967367,1465213,36634,1.8
24-Apr-20,1354.9,1495,1348,1417.35,1426.941202,2452068,84839,62.45
27-Apr-20,1440,1474.55,1422.95,1430.3,1449.141427,1152767,42860,-9.7
28-Apr-20,1451.4,1454.75,1391.95,1428.1,1421.149887,1301548,49487,-23.3
29-Apr-20,1446,1453.05,1420.5,1426.2,1436.199799,642967,25581,-19.8
30-Apr-20,1454,1494.5,1440,1467.05,1469.701518,1277127,47637,13.05
4-May-20,1442,1464.9,1419.75,1435.4,1443.430779,978857,36490,-6.6
5-May-20,1451.05,1478.8,1447,1461,1463.572988,656560,27479,9.95
6-May-20,1462,1484,1446,1461.65,1465.976029,690133,29037,-0.35
7-May-20,1450,1513.7,1444.9,1507.25,1484.252369,991823,37440,57.25
8-May-20,1550,1579.7,1537.6,1561.8,1560.210697,1432366,48435,11.8
11-May-20,1582,1614.85,1572,1576.75,1592.811649,1066351,37832,-5.25
12-May-20,1578,1578,1455,1480.25,1539.20122,2865647,58351,-97.75
13-May-20,1534.75,1534.75,1454,1496.4,1479.473717,1489557,51128,-38.35
14-May-20,1472,1496.4,1430.05,1435.45,1456.997867,795955,36568,-36.55
15-May-20,1445.7,1467,1415.55,1458.9,1441.761957,953907,37182,13.2
18-May-20,1471.8,1482,1428,1440.65,1452.458142,1308019,44307,-31.15
19-May-20,1461.9,1461.9,1404,1408.15,1436.568991,714335,29316,-53.75
20-May-20,1407.3,1445.85,1393.65,1434.65,1426.607357,907872,31809,27.35
21-May-20,1438,1460.85,1425.35,1440.05,1444.263012,558823,22685,2.05
22-May-20,1454.8,1458.5,1426.8,1431.6,1441.699194,579294,23822,-23.2
26-May-20,1439.4,1449,1416.3,1423.7,1428.983534,468721,19817,-15.7
27-May-20,1434,1454.1,1412.2,1446.95,1431.54252,627533,26036,12.95
28-May-20,1455,1479.2,1450.55,1472.65,1467.164315,641847,26500,17.65
29-May-20,1470.7,1471.5,1453,1465.2,1461.243706,590240,20172,-5.5
1-Jun-20,1480,1539.2,1475.65,1520.45,1515.905038,1016979,35937,40.45
2-Jun-20,1521,1540,1521,1536.1,1532.295477,418550,22789,15.1
3-Jun-20,1545,1559,1533.25,1542.45,1543.623706,444528,20818,-2.55
4-Jun-20,1540,1589,1540,1579.95,1568.842672,710718,28904,39.95
5-Jun-20,1601.9,1617.7,1574.3,1580.6,1595.635681,658406,28276,-21.3
8-Jun-20,1624,1624,1565.05,1570.05,1586.697902,1111940,30116,-53.95
9-Jun-20,1580,1582.35,1533.05,1537.1,1555.926913,504634,21273,-42.9
10-Jun-20,1541.1,1579,1540.6,1572,1558.718947,421611,18078,30.9
11-Jun-20,1569,1569,1530.95,1537.5,1546.550663,330910,16229,-31.5
12-Jun-20,1495,1593,1495,1588.8,1551.604176,772239,29168,93.8
15-Jun-20,1577,1626.7,1561.55,1615,1594.792953,1125400,44253,38
16-Jun-20,1641.5,1647.85,1585.15,1617.5,1617.347404,1267703,54561,-24
17-Jun-20,1608,1634.95,1602,1615.4,1614.857626,890838,24804,7.4
18-Jun-20,1605.55,1665,1605.55,1656.25,1638.078191,1013987,40623,50.7
19-Jun-20,1674.7,1788.6,1660.6,1759.5,1714.816367,2929255,91477,84.8
22-Jun-20,1775.05,1804.1,1734.85,1747.2,1772.519037,2036832,65327,-27.85
23-Jun-20,1754,1764.15,1715.8,1720.05,1732.501244,1353529,42809,-33.95
24-Jun-20,1739.8,1772,1712.6,1727.35,1742.33069,1358724,39757,-12.45
25-Jun-20,1729,1749,1713.85,1717.95,1730.230559,654657,22821,-11.05
26-Jun-20,1730.35,1751.5,1717.2,1742.6,1735.044966,1385178,38748,12.25
29-Jun-20,1728,1738.9,1715,1723.15,1723.158931,670107,24679,-4.85
30-Jun-20,1736.3,1740.7,1696,1703.35,1719.473482,992945,24538,-32.95
1-Jul-20,1718,1748.65,1708.75,1737.9,1730.642033,469138,18240,19.9
2-Jul-20,1750,1766.8,1734.4,1760.55,1755.869656,815775,34143,10.55
3-Jul-20,1781.05,1792.8,1768.5,1787.5,1780.471993,857283,33193,6.45
6-Jul-20,1801.15,1858,1792,1851.4,1833.562389,949421,34782,50.25
7-Jul-20,1870,1870,1806.4,1823.95,1831.450977,717717,31864,-46.05
8-Jul-20,1826,1834.8,1790.1,1797.35,1812.846688,583648,27939,-28.65
9-Jul-20,1807.5,1834.4,1787,1824.6,1813.963021,705240,24809,17.1
10-Jul-20,1829.9,1884.4,1824.6,1878.5,1860.721808,1140279,62940,48.6
13-Jul-20,1908.5,1947,1900.1,1934.3,1927.937985,1572760,57783,25.8
14-Jul-20,1934.7,1941,1887.8,1916.65,1917.731759,1133553,39745,-18.05
15-Jul-20,1938.7,1978.5,1798.15,1845.6,1922.446882,2839024,103272,-93.1
16-Jul-20,1850,1868,1812.25,1843.1,1843.303384,1647250,74770,-6.9
17-Jul-20,1845,1919.9,1838.2,1911.35,1878.38206,989480,35102,66.35
20-Jul-20,1920.05,1931.25,1899.6,1919.3,1916.682858,756307,25642,-0.75
21-Jul-20,1941.8,1976.8,1935,1971.85,1964.412686,1034423,29779,30.05
22-Jul-20,1980.05,2010,1960,2004.1,1992.884341,1467946,64169,24.05
23-Jul-20,2004.1,2078.9,1991.1,2060.65,2035.177596,1379049,57442,56.55
24-Jul-20,2060,2162.8,2055.9,2146.2,2129.76575,2889272,110531,86.2
27-Jul-20,2189.5,2198.7,2128.05,2155.85,2168.321287,2313290,96189,-33.65
28-Jul-20,2163.8,2193.4,2152.2,2177.45,2175.719282,1089402,36417,13.65
29-Jul-20,2180,2185.2,2071,2095.85,2122.115554,1525220,55949,-84.15
30-Jul-20,2100,2139,2072.3,2108.65,2111.032319,1203821,48887,8.65
31-Jul-20,2125,2129.85,2053.3,2066.95,2078.207759,1283236,54240,-58.05
3-Aug-20,2059,2059,2004,2008.45,2029.881949,714727,29777,-50.55
4-Aug-20,2017.1,2167,2001.25,2151.15,2100.694473,2053197,62586,134.05
5-Aug-20,2170,2195,2118,2126.65,2154.69558,1793838,74937,-43.35
6-Aug-20,2160,2167.55,2106.95,2134.55,2140.247328,1248632,49631,-25.45
7-Aug-20,2124.55,2157,2120.1,2146.7,2140.87399,960776,36944,22.15
10-Aug-20,2156.5,2164.95,2108.25,2119.6,2138.649122,825626,38454,-36.9
11-Aug-20,2137.7,2160,2101.15,2134.05,2132.478748,697367,31300,-3.65
12-Aug-20,2124,2144.9,2106.6,2127.6,2129.668817,702687,31942,3.6
13-Aug-20,2133.5,2139,2110,2122.3,2122.058107,458203,19387,-11.2
14-Aug-20,2122.3,2156.5,2090.2,2114.1,2131.909722,1012345,49098,-8.2
17-Aug-20,2103.15,2107.3,2070,2091.45,2085.56963,923799,41990,-11.7
18-Aug-20,2089.7,2132.9,2082.95,2118.75,2119.210999,642400,32483,29.05
19-Aug-20,2141.95,2154,2121.35,2133.2,2139.151365,758768,36447,-8.75
20-Aug-20,2118.05,2123.9,2087.8,2096.35,2108.788895,494200,30536,-21.7
21-Aug-20,2119.8,2119.8,2077.05,2081.75,2096.925519,437199,19487,-38.05
24-Aug-20,2098.8,2104.65,2070.15,2096.05,2088.306518,560786,22213,-2.75
25-Aug-20,2105,2111.3,2078.3,2082,2089.298804,481884,26648,-23
26-Aug-20,2087.4,2147.15,2047.25,2136.85,2105.394322,857465,36417,49.45
27-Aug-20,2146.25,2148.5,2103.75,2111.7,2126.326387,397191,17384,-34.55
28-Aug-20,2120,2131.9,2106.2,2115.6,2119.523165,463554,26015,-4.4
31-Aug-20,2172,2172,2061.25,2078.55,2123.540242,770897,35129,-93.45
1-Sep-20,2095,2121.75,2063.45,2087.55,2091.518368,542387,26465,-7.45
2-Sep-20,2095,2137,2085.5,2128.6,2100.565586,1979773,33347,33.6
3-Sep-20,2128,2137,2103.2,2112.15,2113.624779,274998,17060,-15.85
4-Sep-20,2065.6,2097,2065.6,2077.4,2084.383113,461018,28592,11.8
7-Sep-20,2080.2,2105,2045.35,2082.4,2070.447948,625358,36193,2.2
8-Sep-20,2093.8,2120,2080.9,2107.05,2109.509445,481632,20618,13.25
9-Sep-20,2085,2167.2,2085,2161.25,2140.038332,850676,38623,76.25
10-Sep-20,2185,2343.9,2176.15,2314.65,2277.88483,2449702,98665,129.65
11-Sep-20,2314.65,2337,2286.05,2318.85,2318.467343,1330635,58453,4.2
14-Sep-20,2319.75,2360,2281.95,2302.35,2322.595141,619976,27379,-17.4
15-Sep-20,2315,2326.5,2288.2,2317.9,2308.135212,509141,21105,2.9
16-Sep-20,2323.7,2368.8,2311.75,2323.85,2339.942508,653164,26455,0.15
17-Sep-20,2319,2334.4,2293,2299.35,2309.873628,421866,17905,-19.65
18-Sep-20,2315.8,2319.6,2277.05,2305.5,2304.813297,518389,24971,-10.3
21-Sep-20,2305,2336.55,2248,2255.15,2297.320908,501009,25843,-49.85
22-Sep-20,2287,2287,2201.35,2211.15,2222.409499,693332,24225,-75.85
23-Sep-20,2275,2276.5,2206.15,2229.55,2241.90679,774144,40123,-45.45
24-Sep-20,2210,2226,2175.65,2181.15,2200.69555,439081,21729,-28.85
25-Sep-20,2196,2212.6,2168.6,2201.7,2189.777978,413085,22864,5.7
28-Sep-20,2229,2238.7,2207.25,2215.75,2221.313231,516453,26292,-13.25
29-Sep-20,2222,2264,2217.15,2244.85,2243.86993,325287,18492,22.85
30-Sep-20,2264.8,2267.55,2225.1,2233.75,2242.730485,1560690,16556,-31.05
1-Oct-20,2264,2264,2213.85,2225.05,2237.664829,285180,14214,-38.95
5-Oct-20,2246,2249,2205.5,2211.15,2222.572844,393079,18602,-34.85
6-Oct-20,2228,2234,2201.45,2210.15,2213.592803,259771,13272,-17.85
7-Oct-20,2233.25,2309.4,2221,2257.15,2279.770259,875121,42725,23.9
8-Oct-20,2261.8,2268,2222.4,2238.9,2237.652635,419058,18575,-22.9
9-Oct-20,2237,2252.65,2217.2,2233.7,2232.222574,305022,15084,-3.3
12-Oct-20,2233.5,2254.85,2226.85,2236.6,2240.325798,262242,18094,3.1
13-Oct-20,2232.2,2285.95,2228.2,2280.25,2256.056115,409570,17920,48.05
14-Oct-20,2284.9,2304.2,2269.55,2287.35,2283.981233,306815,15320,2.45
15-Oct-20,2291,2291.7,2195.1,2205.55,2271.642266,1514858,18662,-85.45
16-Oct-20,2214.8,2232,2173.05,2175.5,2195.077195,440109,20807,-39.3
19-Oct-20,2192,2228.4,2156,2175.8,2191.064842,352226,21777,-16.2
20-Oct-20,2183.7,2193.7,2152.2,2155.5,2163.804827,364138,17616,-28.2
21-Oct-20,2171.1,2191,2098.75,2123.25,2146.322555,534557,28730,-47.85
22-Oct-20,2123,2133.05,2091.5,2107.1,2107.527533,301966,18851,-15.9
23-Oct-20,2109,2134.8,2095.65,2112.55,2121.428566,618540,26760,3.55
26-Oct-20,2101,2106,2018.45,2028.7,2055.300664,560855,40255,-72.3
27-Oct-20,2032,2060,2005.55,2034.2,2026.917984,476055,30069,2.2
28-Oct-20,2044,2057.9,2006.9,2010.7,2031.090299,1519047,23215,-33.3
29-Oct-20,1999.4,2042.3,1990.75,2026.55,2019.521333,384785,24193,27.15
30-Oct-20,2035,2064.65,2022,2054.35,2040.803363,354434,21010,19.35
2-Nov-20,2033.5,2033.5,1860,1877.3,1925.382753,1444243,99979,-156.2
3-Nov-20,1888,1909.5,1835,1849.45,1873.996517,1164099,66979,-38.55
4-Nov-20,1840,1928.85,1840,1913.45,1893.810185,1065630,61401,73.45
5-Nov-20,1949,1960,1931.4,1955.1,1949.147174,954587,55609,6.1
6-Nov-20,1988,2040,1977.65,2029,2014.833627,1886873,100883,41
9-Nov-20,2058.7,2070,2038.9,2050.3,2050.098849,843691,33971,-8.4
10-Nov-20,2075,2090,2041.8,2084.5,2065.96253,1068647,32518,9.5
11-Nov-20,2092,2095.35,1979,1996.9,2030.371527,811189,49750,-95.1
12-Nov-20,1985,2008.35,1965,1979.85,1988.004255,711464,38178,-5.15
13-Nov-20,1990,2036.65,1981,1996.1,1985.527129,1825121,31252,6.1
14-Nov-20,2013,2016.25,1996,2001.8,2005.745936,100085,8102,-11.2
17-Nov-20,2084,2084,1985,1992.9,2012.305935,643296,33218,-91.1
18-Nov-20,1997.45,2006.65,1961,1987.2,1980.17586,427982,29066,-10.25
19-Nov-20,1986.4,2010,1968,1972.65,1988.166623,802733,59306,-13.75
20-Nov-20,1977.8,1984.1,1894.6,1899.2,1924.369341,863183,56844,-78.6
23-Nov-20,1929,1970,1927,1950.8,1951.704236,598632,38074,21.8
24-Nov-20,1962,1973.6,1931.2,1965.1,1951.959123,750504,56379,3.1
25-Nov-20,1980,1992,1942.3,1947.75,1969.55155,914063,55990,-32.25
26-Nov-20,1950.05,1964.85,1930.4,1953.8,1946.87226,450855,19617,3.75
27-Nov-20,1941,1955.85,1921.55,1929.85,1938.944317,523191,40636,-11.15
1-Dec-20,1935.25,1965.9,1931,1954.3,1949.74475,593339,48089,19.05
2-Dec-20,1962.95,1962.95,1935,1957.6,1948.341767,220138,14040,-5.35
3-Dec-20,1970,1981.1,1958.05,1963.45,1964.59171,1489127,16539,-6.55
4-Dec-20,1963,1967.85,1940,1946.55,1947.790186,250336,26897,-16.45
7-Dec-20,1942,1965,1942,1958.05,1955.633497,293809,20719,16.05
8-Dec-20,1963,2014.2,1950.15,1993.75,1995.945442,683240,29635,30.75
9-Dec-20,2013,2033.8,2000,2026.65,2020.377724,917242,50395,13.65
10-Dec-20,2020,2028.4,2000.95,2007.2,2010.011381,270177,14276,-12.8
11-Dec-20,2011.2,2037.8,1974.4,2005.6,2017.32465,689028,43146,-5.6
14-Dec-20,2013,2015.25,1987.05,1991.15,1996.943174,232903,19745,-21.85
15-Dec-20,1992.9,1992.9,1961.5,1974,1973.414934,211535,13741,-18.9
16-Dec-20,1988,1995,1965.75,1976.05,1977.720354,272748,15361,-11.95
17-Dec-20,1980.9,2005,1977.1,1985.05,1989.575454,238834,13419,4.15
18-Dec-20,1983,2005,1965,1992.25,1978.526845,218330,13259,9.25
21-Dec-20,2010,2022,1856.05,1939.75,1977.945318,1499610,78562,-70.25
22-Dec-20,1940,1958.4,1887.75,1936.6,1920.481604,972241,72496,-3.4
23-Dec-20,1932.8,1951.2,1920,1943.8,1938.404366,299743,19714,11
24-Dec-20,1950.8,1998.65,1947.05,1993.9,1976.86197,289379,16905,43.1
